Time_Between_Messages,Loss_Probability,Corruption_Probability,Window_Size,Protocol_Type,Number_Of_Events,Nanoseconds
10,0.2,0.6,7,0,4529,40423000
10,0.3,0.6,7,0,6274,40874000
10,0.4,0.6,7,0,4289,41169000
10,0.5,0.6,7,0,13146,48141000
10,0.6,0.6,7,0,14410,41697000
10,0.7,0.6,7,0,19910,44991000
10,0.8,0.6,7,0,50812,51910000
10,0.9,0.6,7,0,171253,67266000
10,0.0,0.7,7,0,5127,39075000
10,0.1,0.7,7,0,4619,38291000
10,0.2,0.7,7,0,4755,37587000
10,0.3,0.7,7,0,8817,44967000
10,0.4,0.7,7,0,13491,47819000
10,0.5,0.7,7,0,5849,50427000
10,0.6,0.7,7,0,54970,49069000
10,0.7,0.7,7,0,20668,42527000
10,0.8,0.7,7,0,69258,51426000
10,0.9,0.7,7,0,98583,57975000
10,0.0,0.8,7,0,12431,49134000
10,0.1,0.8,7,0,26313,49843000
10,0.2,0.8,7,0,21887,44484000
10,0.3,0.8,7,0,14031,45994000
10,0.4,0.8,7,0,23846,46231000
10,0.5,0.8,7,0,22077,49478000
10,0.6,0.8,7,0,32987,48009000
10,0.7,0.8,7,0,98030,69237000
10,0.8,0.8,7,0,194171,72097000
10,0.9,0.8,7,0,370594,88551000
10,0.0,0.9,7,0,28198,44650000
10,0.1,0.9,7,0,15949,51207000
10,0.2,0.9,7,0,18512,54855000
10,0.3,0.9,7,0,40529,56248000
10,0.4,0.9,7,0,53776,71386000
10,0.5,0.9,7,0,67832,56734000
10,0.6,0.9,7,0,117525,64282000
10,0.7,0.9,7,0,232155,92323000
10,0.8,0.9,7,0,262911,94127000
10,0.9,0.9,7,0,672593,124587000
10,0.0,0.0,8,0,592,45111000
10,0.1,0.0,8,0,2295,39274000
10,0.2,0.0,8,0,1896,40356000
10,0.3,0.0,8,0,1674,41168000
10,0.4,0.0,8,0,1454,37833000
10,0.5,0.0,8,0,2269,42560000
10,0.6,0.0,8,0,4891,37524000
10,0.7,0.0,8,0,3661,36560000
10,0.8,0.0,8,0,5443,39632000
10,0.9,0.0,8,0,9376,38870000
10,0.0,0.1,8,0,1715,37661000
10,0.1,0.1,8,0,1453,42290000
10,0.2,0.1,8,0,1927,44174000
10,0.3,0.1,8,0,2008,38798000
10,0.4,0.1,8,0,4009,36922000
10,0.5,0.1,8,0,4532,44641000
10,0.6,0.1,8,0,3991,38328000
10,0.7,0.1,8,0,10234,41374000
10,0.8,0.1,8,0,11975,39560000
10,0.9,0.1,8,0,38829,46606000
10,0.0,0.2,8,0,2014,37616000
10,0.1,0.2,8,0,1410,42028000
10,0.2,0.2,8,0,2470,47409000
10,0.3,0.2,8,0,2365,44394000
10,0.4,0.2,8,0,3313,37455000
10,0.5,0.2,8,0,3384,38509000
10,0.6,0.2,8,0,3432,36445000
10,0.7,0.2,8,0,14856,42606000
10,0.8,0.2,8,0,29271,43824000
10,0.9,0.2,8,0,20878,43395000
10,0.0,0.3,8,0,2360,42514000
10,0.1,0.3,8,0,1720,38170000
10,0.2,0.3,8,0,1052,39956000
10,0.3,0.3,8,0,3222,37855000
10,0.4,0.3,8,0,5208,40192000
10,0.5,0.3,8,0,5388,39101000
10,0.6,0.3,8,0,8556,40640000
10,0.7,0.3,8,0,10207,40113000
10,0.8,0.3,8,0,12526,42960000
10,0.9,0.3,8,0,35879,44392000
10,0.0,0.4,8,0,1963,38120000
10,0.1,0.4,8,0,2818,38542000
10,0.2,0.4,8,0,2454,40384000
10,0.3,0.4,8,0,3792,41886000
10,0.4,0.4,8,0,4736,46969000
10,0.5,0.4,8,0,3930,39662000
10,0.6,0.4,8,0,7765,42874000
10,0.7,0.4,8,0,6576,40960000
10,0.8,0.4,8,0,56528,44362000
10,0.9,0.4,8,0,44451,47044000
10,0.0,0.5,8,0,3668,37869000
10,0.1,0.5,8,0,3244,40044000
10,0.2,0.5,8,0,4483,39969000
10,0.3,0.5,8,0,5918,38950000
10,0.4,0.5,8,0,7024,41397000
10,0.5,0.5,8,0,7483,40542000
10,0.6,0.5,8,0,10831,42234000
10,0.7,0.5,8,0,33210,43318000
10,0.8,0.5,8,0,15261,42641000
10,0.9,0.5,8,0,46210,46550000
10,0.0,0.6,8,0,3321,40022000
10,0.1,0.6,8,0,4863,40531000
10,0.2,0.6,8,0,6199,39742000
10,0.3,0.6,8,0,4463,42048000
10,0.4,0.6,8,0,10218,40557000
10,0.5,0.6,8,0,9007,44469000
10,0.6,0.6,8,0,12494,42778000
10,0.7,0.6,8,0,12313,40805000
10,0.8,0.6,8,0,25327,41716000
10,0.9,0.6,8,0,101190,54660000
10,0.0,0.7,8,0,8307,40886000
10,0.1,0.7,8,0,12685,44659000
10,0.2,0.7,8,0,3969,39026000
10,0.3,0.7,8,0,11867,45239000
10,0.4,0.7,8,0,4799,38823000
10,0.5,0.7,8,0,21391,44574000
10,0.6,0.7,8,0,44077,46539000
10,0.7,0.7,8,0,42135,47761000
10,0.8,0.7,8,0,35965,46781000
10,0.9,0.7,8,0,181664,70189000
10,0.0,0.8,8,0,9583,43911000
10,0.1,0.8,8,0,18665,49431000
10,0.2,0.8,8,0,14049,45129000
10,0.3,0.8,8,0,15643,44637000
10,0.4,0.8,8,0,18155,50919000
10,0.5,0.8,8,0,20377,51014000
10,0.6,0.8,8,0,50100,55321000
10,0.7,0.8,8,0,43901,55074000
10,0.8,0.8,8,0,92813,64067000
10,0.9,0.8,8,0,245956,86728000
10,0.0,0.9,8,0,42937,52526000
10,0.1,0.9,8,0,25586,58122000
10,0.2,0.9,8,0,25762,55323000
10,0.3,0.9,8,0,43502,61375000
10,0.4,0.9,8,0,91400,69039000
10,0.5,0.9,8,0,108210,74236000
10,0.6,0.9,8,0,158049,80627000
10,0.7,0.9,8,0,238394,98471000
10,0.8,0.9,8,0,235624,84134000
10,0.9,0.9,8,0,780935,117353000
10,0.0,0.0,9,0,520,37438000
10,0.1,0.0,9,0,2495,37927000
10,0.2,0.0,9,0,1303,37404000
10,0.3,0.0,9,0,1827,37059000
10,0.4,0.0,9,0,3651,41724000
10,0.5,0.0,9,0,3150,38593000
10,0.6,0.0,9,0,1996,40364000
10,0.7,0.0,9,0,5213,36205000
10,0.8,0.0,9,0,11302,38827000
10,0.9,0.0,9,0,23943,47884000
10,0.0,0.1,9,0,2048,40379000
10,0.1,0.1,9,0,2746,40263000
10,0.2,0.1,9,0,1389,36148000
10,0.3,0.1,9,0,4626,43561000
10,0.4,0.1,9,0,2703,37323000
10,0.5,0.1,9,0,3930,37474000
10,0.6,0.1,9,0,9463,38859000
10,0.7,0.1,9,0,6246,37480000
10,0.8,0.1,9,0,17317,39497000
10,0.9,0.1,9,0,40919,45351000
10,0.0,0.2,9,0,1810,39362000
10,0.1,0.2,9,0,2185,37549000
10,0.2,0.2,9,0,1796,36380000
10,0.3,0.2,9,0,1941,37647000
10,0.4,0.2,9,0,1467,40553000
10,0.5,0.2,9,0,6099,45629000
10,0.6,0.2,9,0,9694,51005000
10,0.7,0.2,9,0,11124,41919000
10,0.8,0.2,9,0,17368,43446000
10,0.9,0.2,9,0,35455,45247000
10,0.0,0.3,9,0,2219,37461000
10,0.1,0.3,9,0,2682,39136000
10,0.2,0.3,9,0,3937,39567000
10,0.3,0.3,9,0,2429,39390000
10,0.4,0.3,9,0,2764,36094000
10,0.5,0.3,9,0,6770,65083000
10,0.6,0.3,9,0,5778,38113000
10,0.7,0.3,9,0,12478,38717000
10,0.8,0.3,9,0,25282,40874000
10,0.9,0.3,9,0,25474,41426000
10,0.0,0.4,9,0,2190,40572000
10,0.1,0.4,9,0,1898,44766000
10,0.2,0.4,9,0,4153,40746000
10,0.3,0.4,9,0,7531,40102000
10,0.4,0.4,9,0,5187,39395000
10,0.5,0.4,9,0,6708,44181000
10,0.6,0.4,9,0,4835,49704000
10,0.7,0.4,9,0,11170,41612000
10,0.8,0.4,9,0,23989,45829000
10,0.9,0.4,9,0,42089,44345000
10,0.0,0.5,9,0,3973,39985000
10,0.1,0.5,9,0,2175,39911000
10,0.2,0.5,9,0,5173,38611000
10,0.3,0.5,9,0,8287,42325000
10,0.4,0.5,9,0,7118,38189000
10,0.5,0.5,9,0,10478,39197000
10,0.6,0.5,9,0,14401,40564000
10,0.7,0.5,9,0,22700,43494000
10,0.8,0.5,9,0,25088,42973000
10,0.9,0.5,9,0,68194,55050000
10,0.0,0.6,9,0,3269,38873000
10,0.1,0.6,9,0,4026,40928000
10,0.2,0.6,9,0,7443,39252000
10,0.3,0.6,9,0,6935,50721000
10,0.4,0.6,9,0,8435,45133000
10,0.5,0.6,9,0,9198,43553000
10,0.6,0.6,9,0,8595,41948000
10,0.7,0.6,9,0,30334,54817000
10,0.8,0.6,9,0,26876,52311000
10,0.9,0.6,9,0,97844,59716000
10,0.0,0.7,9,0,5314,45491000
10,0.1,0.7,9,0,7370,45005000
10,0.2,0.7,9,0,8909,43980000
10,0.3,0.7,9,0,6720,40877000
10,0.4,0.7,9,0,18808,41511000
10,0.5,0.7,9,0,13915,41281000
10,0.6,0.7,9,0,9360,42609000
10,0.7,0.7,9,0,47969,48952000
10,0.8,0.7,9,0,89225,57623000
10,0.9,0.7,9,0,152839,69865000
10,0.0,0.8,9,0,9396,43441000
10,0.1,0.8,9,0,18827,47464000
10,0.2,0.8,9,0,22626,48399000
10,0.3,0.8,9,0,11190,42621000
10,0.4,0.8,9,0,38630,54587000
10,0.5,0.8,9,0,24131,46250000
10,0.6,0.8,9,0,32169,51454000
10,0.7,0.8,9,0,70836,53904000
10,0.8,0.8,9,0,93013,61394000
10,0.9,0.8,9,0,587119,107102000
10,0.0,0.9,9,0,30303,54087000
10,0.1,0.9,9,0,45213,57886000
10,0.2,0.9,9,0,55054,55508000
10,0.3,0.9,9,0,46976,55027000
10,0.4,0.9,9,0,43897,50996000
10,0.5,0.9,9,0,49797,51828000
10,0.6,0.9,9,0,96512,62858000
10,0.7,0.9,9,0,172761,70439000
10,0.8,0.9,9,0,251979,93361000
10,0.9,0.9,9,0,1415020,136307000
10,0.0,0.0,10,0,568,37639000
10,0.1,0.0,10,0,2180,39848000
10,0.2,0.0,10,0,2736,38467000
10,0.3,0.0,10,0,1782,39823000
10,0.4,0.0,10,0,2839,41337000
10,0.5,0.0,10,0,4043,43049000
10,0.6,0.0,10,0,3865,37802000
10,0.7,0.0,10,0,18709,43341000
10,0.8,0.0,10,0,15661,42342000
10,0.9,0.0,10,0,45849,45399000
10,0.0,0.1,10,0,1136,37853000
10,0.1,0.1,10,0,3038,40959000
10,0.2,0.1,10,0,1888,36719000
10,0.3,0.1,10,0,2276,39612000
10,0.4,0.1,10,0,3995,36545000
10,0.5,0.1,10,0,4177,37473000
10,0.6,0.1,10,0,11754,38651000
10,0.7,0.1,10,0,5690,40404000
10,0.8,0.1,10,0,15423,42307000
10,0.9,0.1,10,0,45098,41438000
10,0.0,0.2,10,0,2705,39905000
10,0.1,0.2,10,0,2234,36803000
10,0.2,0.2,10,0,3921,36594000
10,0.3,0.2,10,0,3197,40164000
10,0.4,0.2,10,0,6338,39928000
10,0.5,0.2,10,0,4750,38679000
10,0.6,0.2,10,0,6926,38581000
10,0.7,0.2,10,0,11891,43377000
10,0.8,0.2,10,0,12179,40343000
10,0.9,0.2,10,0,34713,46736000
10,0.0,0.3,10,0,3598,41212000
10,0.1,0.3,10,0,4475,39051000
10,0.2,0.3,10,0,2973,38491000
10,0.3,0.3,10,0,3447,38972000
10,0.4,0.3,10,0,3098,37921000
10,0.5,0.3,10,0,4726,42481000
10,0.6,0.3,10,0,7365,37485000
10,0.7,0.3,10,0,18305,41779000
10,0.8,0.3,10,0,15489,40783000
10,0.9,0.3,10,0,74608,46059000
10,0.0,0.4,10,0,3417,37968000
10,0.1,0.4,10,0,3801,38646000
10,0.2,0.4,10,0,6475,39312000
10,0.3,0.4,10,0,7252,46295000
10,0.4,0.4,10,0,7918,37683000
10,0.5,0.4,10,0,14465,41981000
10,0.6,0.4,10,0,14175,40678000
10,0.7,0.4,10,0,14266,45938000
10,0.8,0.4,10,0,17444,41373000
10,0.9,0.4,10,0,104558,52419000
10,0.0,0.5,10,0,3061,41373000
10,0.1,0.5,10,0,7953,50648000
10,0.2,0.5,10,0,6896,43169000
10,0.3,0.5,10,0,5787,39602000
10,0.4,0.5,10,0,10375,41863000
10,0.5,0.5,10,0,7823,38489000
10,0.6,0.5,10,0,6757,38134000
10,0.7,0.5,10,0,28460,43086000
10,0.8,0.5,10,0,45928,46674000
10,0.9,0.5,10,0,41440,47586000
10,0.0,0.6,10,0,5787,40128000
10,0.1,0.6,10,0,13659,42001000
10,0.2,0.6,10,0,5990,39219000
10,0.3,0.6,10,0,6371,43322000
10,0.4,0.6,10,0,6956,39089000
10,0.5,0.6,10,0,9452,41742000
10,0.6,0.6,10,0,11458,39782000
10,0.7,0.6,10,0,32195,45644000
10,0.8,0.6,10,0,34128,47593000
10,0.9,0.6,10,0,75263,53969000
10,0.0,0.7,10,0,7768,41030000
10,0.1,0.7,10,0,11235,44690000
10,0.2,0.7,10,0,6161,43039000
10,0.3,0.7,10,0,15271,44173000
10,0.4,0.7,10,0,18709,45040000
10,0.5,0.7,10,0,39370,46442000
10,0.6,0.7,10,0,43111,51377000
10,0.7,0.7,10,0,36654,45769000
10,0.8,0.7,10,0,70779,50507000
10,0.9,0.7,10,0,265948,61509000
10,0.0,0.8,10,0,8398,40835000
10,0.1,0.8,10,0,14470,43455000
10,0.2,0.8,10,0,17961,46781000
10,0.3,0.8,10,0,21776,42894000
10,0.4,0.8,10,0,27413,44351000
10,0.5,0.8,10,0,22880,45480000
10,0.6,0.8,10,0,44061,51679000
10,0.7,0.8,10,0,48445,47757000
10,0.8,0.8,10,0,133059,62010000
10,0.9,0.8,10,0,368957,95515000
10,0.0,0.9,10,0,23134,49457000
10,0.1,0.9,10,0,15633,51996000
10,0.2,0.9,10,0,29097,55151000
10,0.3,0.9,10,0,57511,56587000
10,0.4,0.9,10,0,57715,65607000
10,0.5,0.9,10,0,188149,67619000
10,0.6,0.9,10,0,90954,63950000
10,0.7,0.9,10,0,164524,80450000
10,0.8,0.9,10,0,263153,87595000
10,0.9,0.9,10,0,874636,122531000
10,0.0,0.0,1,1,351,36856000
10,0.1,0.0,1,1,563,37870000
10,0.2,0.0,1,1,942,37976000
10,0.3,0.0,1,1,1901,40188000
10,0.4,0.0,1,1,2753,40775000
10,0.5,0.0,1,1,5785,41212000
10,0.6,0.0,1,1,5437,39592000
10,0.7,0.0,1,1,15849,47564000
10,0.8,0.0,1,1,25372,52124000
10,0.9,0.0,1,1,114067,75673000
10,0.0,0.1,1,1,560,38109000
10,0.1,0.1,1,1,877,37761000
10,0.2,0.1,1,1,1290,42276000
10,0.3,0.1,1,1,2101,43246000
10,0.4,0.1,1,1,3951,40576000
10,0.5,0.1,1,1,5713,42450000
10,0.6,0.1,1,1,6148,41050000
10,0.7,0.1,1,1,14871,48911000
10,0.8,0.1,1,1,44718,64712000
10,0.9,0.1,1,1,119716,75999000
10,0.0,0.2,1,1,1004,37734000
10,0.1,0.2,1,1,1540,39108000
10,0.2,0.2,1,1,1926,41425000
10,0.3,0.2,1,1,1556,40603000
10,0.4,0.2,1,1,5452,42451000
10,0.5,0.2,1,1,7820,41611000
10,0.6,0.2,1,1,11656,42611000
10,0.7,0.2,1,1,17359,49191000
10,0.8,0.2,1,1,57912,75885000
10,0.9,0.2,1,1,198849,95691000
10,0.0,0.3,1,1,1485,38901000
10,0.1,0.3,1,1,2445,39020000
10,0.2,0.3,1,1,2353,42997000
10,0.3,0.3,1,1,3992,47876000
10,0.4,0.3,1,1,6946,46896000
10,0.5,0.3,1,1,7264,45105000
10,0.6,0.3,1,1,11872,46611000
10,0.7,0.3,1,1,30885,57046000
10,0.8,0.3,1,1,66710,72735000
10,0.9,0.3,1,1,247675,102171000
10,0.0,0.4,1,1,3533,40535000
10,0.1,0.4,1,1,3192,38907000
10,0.2,0.4,1,1,4524,45333000
10,0.3,0.4,1,1,3955,40871000
10,0.4,0.4,1,1,10632,46109000
10,0.5,0.4,1,1,10442,44679000
10,0.6,0.4,1,1,20830,50583000
10,0.7,0.4,1,1,35018,59669000
10,0.8,0.4,1,1,79453,75534000
10,0.9,0.4,1,1,310908,113377000
10,0.0,0.5,1,1,4048,41923000
10,0.1,0.5,1,1,4343,40129000
10,0.2,0.5,1,1,6119,41809000
10,0.3,0.5,1,1,6339,45973000
10,0.4,0.5,1,1,11713,51579000
10,0.5,0.5,1,1,25022,57717000
10,0.6,0.5,1,1,28201,56097000
10,0.7,0.5,1,1,63431,71721000
10,0.8,0.5,1,1,101053,76095000
10,0.9,0.5,1,1,457215,131778000
10,0.0,0.6,1,1,6873,43591000
10,0.1,0.6,1,1,11041,46084000
10,0.2,0.6,1,1,10052,47704000
10,0.3,0.6,1,1,9008,44802000
10,0.4,0.6,1,1,20809,53416000
10,0.5,0.6,1,1,33656,59282000
10,0.6,0.6,1,1,55917,69408000
10,0.7,0.6,1,1,73245,71389000
10,0.8,0.6,1,1,236626,110079000
10,0.9,0.6,1,1,742580,144869000
10,0.0,0.7,1,1,11400,49425000
10,0.1,0.7,1,1,19483,52731000
10,0.2,0.7,1,1,20303,57257000
10,0.3,0.7,1,1,26721,57791000
10,0.4,0.7,1,1,40613,63272000
10,0.5,0.7,1,1,44529,63897000
10,0.6,0.7,1,1,89490,83744000
10,0.7,0.7,1,1,163239,102730000
10,0.8,0.7,1,1,340556,126499000
10,0.9,0.7,1,1,1546902,171711000
10,0.0,0.8,1,1,33126,67782000
10,0.1,0.8,1,1,32517,63735000
10,0.2,0.8,1,1,35950,61824000
10,0.3,0.8,1,1,86005,87308000
10,0.4,0.8,1,1,98759,85148000
10,0.5,0.8,1,1,141930,92471000
10,0.6,0.8,1,1,120067,86934000
10,0.7,0.8,1,1,246269,109636000
10,0.8,0.8,1,1,557868,140671000
10,0.9,0.8,1,1,3413250,226576000
10,0.0,0.9,1,1,108769,100413000
10,0.1,0.9,1,1,101209,94581000
10,0.2,0.9,1,1,258786,141216000
10,0.3,0.9,1,1,260326,137434000
10,0.4,0.9,1,1,336144,150841000
10,0.5,0.9,1,1,624486,171542000
10,0.6,0.9,1,1,650022,173042000
10,0.7,0.9,1,1,1051368,180830000
10,0.8,0.9,1,1,2904118,216719000
10,0.9,0.9,1,1,13112249,401810000
10,0.0,0.0,2,1,420,37522000
10,0.1,0.0,2,1,638,37151000
10,0.2,0.0,2,1,1269,39106000
10,0.3,0.0,2,1,1113,40565000
10,0.4,0.0,2,1,2675,40248000
10,0.5,0.0,2,1,3400,48011000
10,0.6,0.0,2,1,6348,39409000
10,0.7,0.0,2,1,13416,44869000
10,0.8,0.0,2,1,35014,46351000
10,0.9,0.0,2,1,229233,86115000
10,0.0,0.1,2,1,692,39350000
10,0.1,0.1,2,1,1078,41887000
10,0.2,0.1,2,1,1920,39000000
10,0.3,0.1,2,1,3011,38712000
10,0.4,0.1,2,1,3089,39803000
10,0.5,0.1,2,1,7004,40356000
10,0.6,0.1,2,1,10473,40559000
10,0.7,0.1,2,1,16937,42015000
10,0.8,0.1,2,1,51884,52159000
10,0.9,0.1,2,1,225539,87125000
10,0.0,0.2,2,1,1469,39033000
10,0.1,0.2,2,1,1999,40680000
10,0.2,0.2,2,1,1369,39595000
10,0.3,0.2,2,1,3197,40781000
10,0.4,0.2,2,1,3662,37116000
10,0.5,0.2,2,1,7076,40173000
10,0.6,0.2,2,1,11616,42289000
10,0.7,0.2,2,1,29247,49438000
10,0.8,0.2,2,1,63190,60528000
10,0.9,0.2,2,1,191234,74996000
10,0.0,0.3,2,1,1188,39067000
10,0.1,0.3,2,1,2113,40535000
10,0.2,0.3,2,1,3079,40275000
10,0.3,0.3,2,1,3949,41380000
10,0.4,0.3,2,1,7331,45831000
10,0.5,0.3,2,1,12235,42429000
10,0.6,0.3,2,1,10160,39555000
10,0.7,0.3,2,1,44220,52770000
10,0.8,0.3,2,1,74669,61640000
10,0.9,0.3,2,1,380697,102893000
10,0.0,0.4,2,1,1604,38909000
10,0.1,0.4,2,1,3915,40045000
10,0.2,0.4,2,1,5330,41141000
10,0.3,0.4,2,1,6829,40813000
10,0.4,0.4,2,1,10634,41192000
10,0.5,0.4,2,1,15269,41083000
10,0.6,0.4,2,1,25898,44393000
10,0.7,0.4,2,1,40643,48110000
10,0.8,0.4,2,1,96816,66958000
10,0.9,0.4,2,1,379214,102602000
10,0.0,0.5,2,1,5690,53555000
10,0.1,0.5,2,1,4288,38977000
10,0.2,0.5,2,1,10436,44390000
10,0.3,0.5,2,1,11309,42201000
10,0.4,0.5,2,1,13632,45255000
10,0.5,0.5,2,1,22819,44953000
10,0.6,0.5,2,1,54514,61140000
10,0.7,0.5,2,1,79394,62680000
10,0.8,0.5,2,1,111843,65871000
10,0.9,0.5,2,1,761781,134740000
10,0.0,0.6,2,1,9275,42173000
10,0.1,0.6,2,1,10398,43326000
10,0.2,0.6,2,1,12951,47017000
10,0.3,0.6,2,1,18514,45267000
10,0.4,0.6,2,1,21504,46426000
10,0.5,0.6,2,1,30101,48060000
10,0.6,0.6,2,1,53778,59098000
10,0.7,0.6,2,1,111875,82767000
10,0.8,0.6,2,1,259310,93428000
10,0.9,0.6,2,1,1352647,143260000
10,0.0,0.7,2,1,20209,47677000
10,0.1,0.7,2,1,14516,43712000
10,0.2,0.7,2,1,30996,55714000
10,0.3,0.7,2,1,32935,55415000
10,0.4,0.7,2,1,57815,59926000
10,0.5,0.7,2,1,89721,69680000
10,0.6,0.7,2,1,109539,81408000
10,0.7,0.7,2,1,148718,77750000
10,0.8,0.7,2,1,546767,120449000
10,0.9,0.7,2,1,2135832,161651000
10,0.0,0.8,2,1,35547,54604000
10,0.1,0.8,2,1,21445,43880000
10,0.2,0.8,2,1,92021,75244000
10,0.3,0.8,2,1,68603,61981000
10,0.4,0.8,2,1,128217,82382000
10,0.5,0.8,2,1,161325,88814000
10,0.6,0.8,2,1,208782,96886000
10,0.7,0.8,2,1,533329,132737000
10,0.8,0.8,2,1,1008835,139674000
10,0.9,0.8,2,1,6201756,244719000
10,0.0,0.9,2,1,139539,92638000
10,0.1,0.9,2,1,214540,105329000
10,0.2,0.9,2,1,393188,138647000
10,0.3,0.9,2,1,313210,124440000
10,0.4,0.9,2,1,533683,140253000
10,0.5,0.9,2,1,808091,158903000
10,0.6,0.9,2,1,828660,150363000
10,0.7,0.9,2,1,1447533,160205000
10,0.8,0.9,2,1,5001201,233456000
10,0.9,0.9,2,1,20850745,436028000
10,0.0,0.0,3,1,390,39914000
10,0.1,0.0,3,1,669,41038000
10,0.2,0.0,3,1,1608,39406000
10,0.3,0.0,3,1,2299,39539000
10,0.4,0.0,3,1,3607,38162000
10,0.5,0.0,3,1,7299,38681000
10,0.6,0.0,3,1,13411,45098000
10,0.7,0.0,3,1,14397,45166000
10,0.8,0.0,3,1,38887,47064000
10,0.9,0.0,3,1,183915,74075000
10,0.0,0.1,3,1,599,51280000
10,0.1,0.1,3,1,1126,40205000
10,0.2,0.1,3,1,2603,45912000
10,0.3,0.1,3,1,2499,40831000
10,0.4,0.1,3,1,6784,41720000
10,0.5,0.1,3,1,4869,38373000
10,0.6,0.1,3,1,12436,39181000
10,0.7,0.1,3,1,29013,45412000
10,0.8,0.1,3,1,68605,51921000
10,0.9,0.1,3,1,328567,96885000
10,0.0,0.2,3,1,799,37643000
10,0.1,0.2,3,1,1945,42826000
10,0.2,0.2,3,1,2843,43645000
10,0.3,0.2,3,1,3492,39653000
10,0.4,0.2,3,1,9370,39802000
10,0.5,0.2,3,1,9242,46105000
10,0.6,0.2,3,1,16915,40462000
10,0.7,0.2,3,1,41460,48619000
10,0.8,0.2,3,1,94187,57534000
10,0.9,0.2,3,1,494762,104539000
10,0.0,0.3,3,1,2808,39434000
10,0.1,0.3,3,1,3396,38298000
10,0.2,0.3,3,1,4943,39581000
10,0.3,0.3,3,1,7992,40390000
10,0.4,0.3,3,1,8781,40029000
10,0.5,0.3,3,1,9801,42924000
10,0.6,0.3,3,1,19923,39766000
10,0.7,0.3,3,1,52316,46188000
10,0.8,0.3,3,1,126590,64767000
10,0.9,0.3,3,1,408497,95058000
10,0.0,0.4,3,1,4227,39333000
10,0.1,0.4,3,1,3503,39410000
10,0.2,0.4,3,1,9599,43840000
10,0.3,0.4,3,1,7685,46830000
10,0.4,0.4,3,1,9001,41756000
10,0.5,0.4,3,1,19615,42029000
10,0.6,0.4,3,1,43433,50940000
10,0.7,0.4,3,1,85818,58227000
10,0.8,0.4,3,1,130907,65051000
10,0.9,0.4,3,1,886425,116121000
10,0.0,0.5,3,1,5945,38801000
10,0.1,0.5,3,1,4529,39772000
10,0.2,0.5,3,1,7941,42034000
10,0.3,0.5,3,1,25645,46002000
10,0.4,0.5,3,1,13928,40625000
10,0.5,0.5,3,1,27877,43992000
10,0.6,0.5,3,1,41069,45818000
10,0.7,0.5,3,1,88342,57170000
10,0.8,0.5,3,1,194475,72007000
10,0.9,0.5,3,1,1235829,127937000
10,0.0,0.6,3,1,12868,43038000
10,0.1,0.6,3,1,8831,42006000
10,0.2,0.6,3,1,19331,49557000
10,0.3,0.6,3,1,28049,48694000
10,0.4,0.6,3,1,33700,48629000
10,0.5,0.6,3,1,47170,50619000
10,0.6,0.6,3,1,77128,58216000
10,0.7,0.6,3,1,139647,74478000
10,0.8,0.6,3,1,305090,99931000
10,0.9,0.6,3,1,1123355,114814000
10,0.0,0.7,3,1,12483,40120000
10,0.1,0.7,3,1,24050,48341000
10,0.2,0.7,3,1,25271,50296000
10,0.3,0.7,3,1,32894,49376000
10,0.4,0.7,3,1,74790,61497000
10,0.5,0.7,3,1,109942,65156000
10,0.6,0.7,3,1,161580,77027000
10,0.7,0.7,3,1,380918,104067000
10,0.8,0.7,3,1,496455,104773000
10,0.9,0.7,3,1,3102500,160090000
10,0.0,0.8,3,1,27611,46645000
10,0.1,0.8,3,1,42471,56219000
10,0.2,0.8,3,1,73773,60160000
10,0.3,0.8,3,1,122278,78097000
10,0.4,0.8,3,1,104679,62794000
10,0.5,0.8,3,1,285754,106092000
10,0.6,0.8,3,1,345742,103927000
10,0.7,0.8,3,1,764038,122256000
10,0.8,0.8,3,1,1615676,139012000
10,0.9,0.8,3,1,7031272,218353000
10,0.0,0.9,3,1,268513,110547000
10,0.1,0.9,3,1,213817,98573000
10,0.2,0.9,3,1,307056,108313000
10,0.3,0.9,3,1,465659,121682000
10,0.4,0.9,3,1,669544,137699000
10,0.5,0.9,3,1,868645,135382000
10,0.6,0.9,3,1,1312950,143376000
10,0.7,0.9,3,1,2386925,167806000
10,0.8,0.9,3,1,6553017,249002000
10,0.9,0.9,3,1,17809272,334161000
10,0.0,0.0,4,1,413,36176000
10,0.1,0.0,4,1,641,40564000
10,0.2,0.0,4,1,2123,42557000
10,0.3,0.0,4,1,1485,39885000
10,0.4,0.0,4,1,7172,37841000
10,0.5,0.0,4,1,8910,39950000
10,0.6,0.0,4,1,16291,40039000
10,0.7,0.0,4,1,19944,41036000
10,0.8,0.0,4,1,66259,49213000
10,0.9,0.0,4,1,312454,86124000
10,0.0,0.1,4,1,842,38640000
10,0.1,0.1,4,1,693,39149000
10,0.2,0.1,4,1,3264,38421000
10,0.3,0.1,4,1,4644,39325000
10,0.4,0.1,4,1,6602,40281000
10,0.5,0.1,4,1,9336,40034000
10,0.6,0.1,4,1,14674,41542000
10,0.7,0.1,4,1,24772,48591000
10,0.8,0.1,4,1,60049,50794000
10,0.9,0.1,4,1,350819,85711000
10,0.0,0.2,4,1,1359,38060000
10,0.1,0.2,4,1,3973,46937000
10,0.2,0.2,4,1,3531,39642000
10,0.3,0.2,4,1,6394,42306000
10,0.4,0.2,4,1,7735,41071000
