time	track	a	b
2016-6-28T22:46:49	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050355 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050355
2016-6-28T22:46:59	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050022 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050022
2016-6-28T22:47:0	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050093 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050093
2016-6-28T22:47:30	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050261 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050261
2016-6-28T22:47:30	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050283 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050283
2016-6-28T22:47:35	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050067 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050067
2016-6-28T22:47:35	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050391 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050391
2016-6-28T22:48:1	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050035 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050035
2016-6-28T22:48:11	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050381 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050381
2016-6-28T22:48:26	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050369 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050369
2016-6-28T22:48:45	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050211 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050211
2016-6-28T22:48:57	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050027 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050027
2016-6-28T22:48:9	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050184 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050184
2016-6-28T22:49:27	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050179 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050179
2016-6-28T22:49:28	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_WATER01 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_WATER01
2016-6-28T22:49:29	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050341 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050341
2016-6-28T22:49:30	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050297 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050297
2016-6-28T22:49:31	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050265 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050265
2016-6-28T22:49:35	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050301 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050301
2016-6-28T22:49:37	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_JN003228 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_JN003228
2016-6-28T22:49:38	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050229 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050229
2016-6-28T22:49:39	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050125 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050125
2016-6-28T22:49:40	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050085 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050085
2016-6-28T22:49:41	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050256 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050256
2016-6-28T22:49:41	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050315 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050315
2016-6-28T22:49:42	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050417 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050417
2016-6-28T22:49:43	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050072 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050072
2016-6-28T22:49:43	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050221 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050221
2016-6-28T22:49:44	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050193 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050193
2016-6-28T22:49:45	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050039 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050039
2016-6-28T22:49:45	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050049 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050049
2016-6-28T22:49:46	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050175 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050175
2016-6-28T22:49:46	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050216 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050216
2016-6-28T22:49:47	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050134 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050134
2016-6-28T22:49:47	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050201 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050201
2016-6-28T22:49:47	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050373 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050373
2016-6-28T22:49:48	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050206 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050206
2016-6-28T22:49:48	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050386 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050386
2016-6-28T22:49:49	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050237 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050237
2016-6-28T22:49:49	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050345 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050345
2016-6-28T22:49:51	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050319 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050319
2016-6-28T22:49:52	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050270 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050270
2016-6-28T22:49:52	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_NTC302538 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_NTC302538
2016-6-28T22:49:53	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050225 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050225
2016-6-28T22:49:53	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050233 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050233
2016-6-28T22:49:54	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050013 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050013
2016-6-28T22:49:54	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050113 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050113
2016-6-28T22:49:54	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050148 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050148
2016-6-28T22:49:55	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050044 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050044
2016-6-28T22:49:55	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050409 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050409
2016-6-28T22:49:56	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050247 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050247
2016-6-28T22:49:56	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050328 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050328
2016-6-28T22:49:57	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050108 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050108
2016-6-28T22:49:57	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050337 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050337
2016-6-28T22:50:53	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050139 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050139
2016-6-28T22:50:54	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050401 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050401
2016-6-28T22:50:54	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_JN003227 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_JN003227
2016-6-28T22:50:55	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050153 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050153
2016-6-28T22:50:56	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050197 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050197
2016-6-28T22:50:57	8008	1	/mnt/scratch/ops/workflows/gcs_8008_production/dependencies/miniconda2/bin/python /mnt/scratch/ops/workflows/gcs_8008_validation/gcs_8008/src/gcs_analyze_sample.py /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050396 /mnt/production_storage/sequencing/ops/validation/gcs_8008/results/HNY3TBCXX.v2/Project_Clinical_Results/Sample_1606050396
